35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
35,35,40
