17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
17,16,20
