20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
20,20,15
