8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
12,4,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,16,4
8,8,8
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
12,4,4
8,12,12
