26.0	10400.0	148.89599609375
7.0	4872.0	149.81899976730347
20.0	34880.0	1798.1194031238556
26.0	26688.0	1800.3484263420105
52.0	40000.0	1795.6500189304352
11.0	13250.0	403.76500153541565
18.0	11750.0	404.65599966049194
5.0	20750.0	403.07500076293945
23.0	1228800.0	482.28571939468384
Not solved	Not solved	439.73800015449524
20.0	1248000.0	483.62899923324585
58.0	285500.0	323.0326817035675
37.0	880500.0	328.5740008354187
39.0	432500.0	324.77699971199036
16.0	67440.0	327.131475687027
40.0	113520.0	324.1459946632385
10.0	63120.0	325.5859980583191
3.0	14880.0	56.637999534606934
4.0	15660.0	56.427998781204224
7.0	15132.0	56.14900016784668
30.0	74141.0	323.0769999027252
11.0	47561.0	325.9859998226166
25.0	45941.0	323.4480059146881
7.0	54080.0	161.23607635498047
7.0	82920.0	160.64699912071228
4.0	73120.0	160.65599870681763
6.0	28026.0	326.54599928855896
13.0	29526.0	326.8520007133484
24.0	90296.0	562.6830098628998
28.0	80048.0	561.470999956131
Not solved	Not solved	1.6170010566711426
6.0	23400.0	283.93400049209595
6.0	16800.0	283.84400057792664
11.0	14400.0	283.2339987754822
4.0	28308.0	237.76900148391724
21.0	26838.0	235.85000038146973
27.0	134880.0	388.91999983787537
57.0	129600.0	389.01299953460693
17.0	48480.0	390.8885200023651
11.0	29556.0	244.7129991054535
24.0	38340.0	242.95702385902405
6.0	289650.0	283.74299907684326
4.0	336738.0	284.9280002117157
4.0	238090.0	283.52200174331665
4.0	170505.0	363.1119990348816
3.0	179437.0	362.7669999599457
4.0	94105.0	363.19300055503845
